Fecha;LEGATRUU Index;COP Curncy;MXEF Index;COLCAP Index;SPX Index;.2-10us Index;Bitcoin;;;;;;;
2/01/2008;361.0098;2016.61;1235.23;1057.58;1447.16;102.7254;;;;;;;;
3/01/2008;361.1264;2013.3;1227.51;1054.6;1447.16;108.1114;;;;;;;;
4/01/2008;363.2262;2013.5;1225.03;1051.56;1411.63;112.1181;;;;;;;;
5/01/2008;363.2262;2013.5;1225.03;1051.56;1411.63;112.1181;;;;;;;;
6/01/2008;363.2262;2013.5;1225.03;1051.56;1411.63;112.1181;;;;;;;;
7/01/2008;362.6797;2011.5;1207.47;1051.56;1416.18;108.7881;;;;;;;;
8/01/2008;361.8322;2001.58;1220.31;1030.37;1390.19;110.4671;;;;;;;;
9/01/2008;361.8908;2006.55;1227;1025.68;1409.13;110.4113;;;;;;;;
10/01/2008;361.9603;2002.9;1221.29;1026.72;1420.33;119.1438;;;;;;;;
11/01/2008;363.3843;1975.08;1213.7;1020.73;1401.02;123.2396;;;;;;;;
12/01/2008;363.3843;1975.08;1213.7;1020.73;1401.02;123.2396;;;;;;;;
13/01/2008;363.3843;1975.08;1213.7;1020.73;1401.02;123.2396;;;;;;;;
14/01/2008;364.6045;1949.55;1218;1000;1416.25;121.4519;;;;;;;;
15/01/2008;366.5352;1952.9;1196.16;980.21;1380.95;119.9323;;;;;;;;
16/01/2008;365.1801;1957.8;1147.47;958.99;1373.2;123.5366;;;;;;;;
17/01/2008;365.465;1957.7;1140.76;928.37;1333.25;122.0998;;;;;;;;
18/01/2008;364.7883;1979.05;1136.25;903.48;1325.19;128.3622;;;;;;;;
19/01/2008;364.7883;1979.05;1136.25;903.48;1325.19;128.3622;;;;;;;;
20/01/2008;364.7883;1979.05;1136.25;903.48;1325.19;128.3622;;;;;;;;
21/01/2008;364.5457;1995.88;1069.83;832.36;1325.19;128.4739;;;;;;;;
22/01/2008;365.5502;1994.9;1041.06;879.66;1310.5;143.9879;;;;;;;;
23/01/2008;366.6063;1996.55;1055.18;890.89;1338.6;145.1216;;;;;;;;
24/01/2008;365.3751;1972.6;1083.34;933.78;1352.07;139.2404;;;;;;;;
25/01/2008;365.4537;1969.4;1111.14;939.6;1330.61;136.7673;;;;;;;;
26/01/2008;365.4537;1969.4;1111.14;939.6;1330.61;136.7673;;;;;;;;
27/01/2008;365.4537;1969.4;1111.14;939.6;1330.61;136.7673;;;;;;;;
28/01/2008;367.2541;1967.55;1087.71;930.97;1353.97;139.2098;;;;;;;;
29/01/2008;366.0915;1947.6;1102.82;946.5;1362.3;139.1174;;;;;;;;
30/01/2008;365.7;1935.2;1091.35;936.55;1355.81;150.0479;;;;;;;;
31/01/2008;367.4668;1932.55;1088.72;937.32;1378.55;150.0214;;;;;;;;
1/02/2008;368.0969;1922.05;1120;938.15;1395.42;152.4103;;;;;;;;
2/02/2008;368.0969;1922.05;1120;938.15;1395.42;152.4103;;;;;;;;
3/02/2008;368.0969;1922.05;1120;938.15;1395.42;152.4103;;;;;;;;
4/02/2008;367.4133;1918.2;1142.47;945.18;1380.82;158.4072;;;;;;;;
5/02/2008;366.7143;1929.3;1127.76;920.47;1336.64;165.492;;;;;;;;
6/02/2008;366.5486;1923.5;1104.86;900.89;1326.45;166.5505;;;;;;;;
7/02/2008;364.5825;1929.5;1095.5;891.3;1336.91;171.2998;;;;;;;;
8/02/2008;364.617;1920.13;1095.37;906.02;1331.29;172.0943;;;;;;;;
9/02/2008;364.617;1920.13;1095.37;906.02;1331.29;172.0943;;;;;;;;
10/02/2008;364.617;1920.13;1095.37;906.02;1331.29;172.0943;;;;;;;;
11/02/2008;364.8159;1911.8;1084.16;920.77;1339.13;170.912;;;;;;;;
12/02/2008;364.6539;1899.5;1101.26;915.73;1348.86;174.4789;;;;;;;;
13/02/2008;363.7759;1898.85;1111.51;918.84;1367.21;181.542;;;;;;;;
14/02/2008;363.3092;1898.5;1135.79;928.66;1348.86;192.826;;;;;;;;
15/02/2008;364.4129;1904.9;1133.82;929.63;1350;185.728;;;;;;;;
16/02/2008;364.4129;1904.9;1133.82;929.63;1350;185.728;;;;;;;;
17/02/2008;364.4129;1904.9;1133.82;929.63;1350;185.728;;;;;;;;
18/02/2008;363.2651;1892;1141.7;944.24;1350;185.7638;;;;;;;;
19/02/2008;363.7252;1897.9;1153.72;945.39;1348.78;182.8858;;;;;;;;
20/02/2008;361.9773;1912.6;1139.53;941.38;1360.03;176.5476;;;;;;;;
21/02/2008;364.4583;1895.3;1154.56;944.38;1342.53;180.2681;;;;;;;;
22/02/2008;365.0215;1894.1;1150.3;940.05;1353.11;178.465;;;;;;;;
23/02/2008;365.0215;1894.1;1150.3;940.05;1353.11;178.465;;;;;;;;
24/02/2008;365.0215;1894.1;1150.3;940.05;1353.11;178.465;;;;;;;;
25/02/2008;363.5742;1888.73;1161.46;938.48;1371.8;178.8383;;;;;;;;
26/02/2008;364.7791;1875.8;1172.3;938.57;1381.29;185.9636;;;;;;;;
27/02/2008;367.8365;1851.1;1190.89;935.15;1380.02;185.6585;;;;;;;;
28/02/2008;370.7972;1842.7;1192.04;931.03;1367.68;185.3465;;;;;;;;
29/02/2008;373.6136;1838.55;1167.66;914.9;1330.63;189.3391;;;;;;;;
1/03/2008;373.6136;1838.55;1167.66;914.9;1330.63;189.3391;;;;;;;;
2/03/2008;373.6136;1838.55;1167.66;914.9;1330.63;189.3391;;;;;;;;
3/03/2008;374.0901;1844;1144.87;896.73;1331.34;191.5519;;;;;;;;
4/03/2008;374.1328;1850.53;1136.2;859.79;1326.75;196.9502;;;;;;;;
5/03/2008;372.2623;1859.8;1142.17;897.61;1333.7;204.5717;;;;;;;;
6/03/2008;373.7493;1886.6;1144.28;889.83;1304.34;208.0854;;;;;;;;
7/03/2008;374.3402;1900.15;1117.5;900.79;1293.37;201.5972;;;;;;;;
8/03/2008;374.3402;1900.15;1117.5;900.79;1293.37;201.5972;;;;;;;;
9/03/2008;374.3402;1900.15;1117.5;900.79;1293.37;201.5972;;;;;;;;
10/03/2008;375.9601;1869.7;1093.94;907.82;1273.37;197.1883;;;;;;;;
11/03/2008;373.7477;1868;1118.4;911.71;1320.65;185.1894;;;;;;;;
12/03/2008;376.6965;1849.6;1131.16;914.89;1308.77;184.1844;;;;;;;;
13/03/2008;378.4627;1857.85;1099.82;912.74;1315.48;189.9932;;;;;;;;
14/03/2008;379.4084;1851.15;1092.54;902.12;1288.14;198.9157;;;;;;;;
15/03/2008;379.4084;1851.15;1092.54;902.12;1288.14;198.9157;;;;;;;;
16/03/2008;379.4084;1851.15;1092.54;902.12;1288.14;198.9157;;;;;;;;
17/03/2008;383.7567;1853.2;1044.63;890.57;1276.6;196.5666;;;;;;;;
18/03/2008;382.0306;1818.2;1065.17;899.67;1330.74;188.37;;;;;;;;
19/03/2008;380.6234;1821.28;1065.94;902.55;1298.42;186.7916;;;;;;;;
20/03/2008;378.6701;1823.4;1045.94;902.55;1329.51;173.725;;;;;;;;
21/03/2008;379.0425;1823.4;1052.01;902.55;1329.51;173.7771;;;;;;;;
22/03/2008;379.0425;1823.4;1052.01;902.55;1329.51;173.7771;;;;;;;;
23/03/2008;379.0425;1823.4;1052.01;902.55;1329.51;173.7771;;;;;;;;
24/03/2008;376.8384;1823.4;1072.74;902.55;1349.88;175.5239;;;;;;;;
25/03/2008;378.637;1831.8;1104.35;895.08;1352.99;173.7269;;;;;;;;
26/03/2008;380.4912;1818;1107.6;891.72;1341.13;184.0901;;;;;;;;
27/03/2008;379.9446;1806.45;1106.66;887.88;1325.76;184.1787;;;;;;;;
28/03/2008;379.9296;1828;1112.76;890.02;1315.22;179.5061;;;;;;;;
29/03/2008;379.9296;1828;1112.76;890.02;1315.22;179.5061;;;;;;;;
30/03/2008;379.9296;1828;1112.76;890.02;1315.22;179.5061;;;;;;;;
31/03/2008;381.2352;1831.3;1104.58;889.28;1322.7;182.7118;;;;;;;;
1/04/2008;376.127;1831;1113.77;913.73;1370.18;176.824;;;;;;;;
2/04/2008;375.5996;1826.05;1137.69;919.29;1367.53;170.1759;;;;;;;;
3/04/2008;376.5651;1825.35;1142.9;923.03;1369.31;169.0624;;;;;;;;
4/04/2008;379.2709;1815.7;1145.21;921.99;1370.4;165.1248;;;;;;;;
5/04/2008;379.2709;1815.7;1145.21;921.99;1370.4;165.1248;;;;;;;;
6/04/2008;379.2709;1815.7;1145.21;921.99;1370.4;165.1248;;;;;;;;
7/04/2008;377.7452;1813.5;1160.63;928.32;1372.54;162.3913;;;;;;;;
8/04/2008;377.4242;1809.9;1153.56;930.57;1365.54;168.5122;;;;;;;;
9/04/2008;378.7033;1797.8;1150.37;936.52;1354.49;171.4655;;;;;;;;
10/04/2008;379.7048;1788.41;1158.78;922.05;1360.55;170.0243;;;;;;;;
11/04/2008;380.4768;1795.1;1160.36;917.72;1332.83;172.7665;;;;;;;;
12/04/2008;380.4768;1795.1;1160.36;917.72;1332.83;172.7665;;;;;;;;
13/04/2008;380.4768;1795.1;1160.36;917.72;1332.83;172.7665;;;;;;;;
14/04/2008;380.938;1787.04;1145.26;917.57;1328.32;175.2949;;;;;;;;
15/04/2008;379.1115;1800.3;1150.83;931.61;1334.43;173.6113;;;;;;;;
16/04/2008;379.0437;1797;1164.99;936.54;1364.71;172.5813;;;;;;;;
17/04/2008;377.1645;1791.95;1174.26;934.65;1365.56;162.4152;;;;;;;;
18/04/2008;374.1603;1784.25;1175.85;952.82;1390.33;157.6733;;;;;;;;
19/04/2008;374.1603;1784.25;1175.85;952.82;1390.33;157.6733;;;;;;;;
20/04/2008;374.1603;1784.25;1175.85;952.82;1390.33;157.6733;;;;;;;;
21/04/2008;377.1977;1779.45;1187;953.25;1388.17;155.4073;;;;;;;;
22/04/2008;377.6152;1775.78;1189.74;950.97;1375.94;150.2107;;;;;;;;
23/04/2008;376.4303;1763.65;1192.1;942.21;1379.93;154.2164;;;;;;;;
24/04/2008;373.3878;1764.66;1187.15;949.51;1388.82;144.2456;;;;;;;;
25/04/2008;372.6843;1775.83;1189.01;953.07;1397.84;145.5485;;;;;;;;
26/04/2008;372.6843;1775.83;1189.01;953.07;1397.84;145.5485;;;;;;;;
27/04/2008;372.6843;1775.83;1189.01;953.07;1397.84;145.5485;;;;;;;;
28/04/2008;372.9111;1768.23;1194.38;962.4;1396.37;148.3092;;;;;;;;
29/04/2008;373.1813;1780.85;1180.17;969.1;1390.94;146.923;;;;;;;;
30/04/2008;373.9583;1768.68;1191.53;985.95;1385.59;147.4231;;;;;;;;
1/05/2008;373.4035;1760.91;1192.83;985.95;1409.34;139.6011;;;;;;;;
2/05/2008;371.2384;1759.6;1207.46;1012.3;1413.9;140.5948;;;;;;;;
3/05/2008;371.2384;1759.6;1207.46;1012.3;1413.9;140.5948;;;;;;;;
4/05/2008;371.2384;1759.6;1207.46;1012.3;1413.9;140.5948;;;;;;;;
5/05/2008;371.3401;1755.93;1209.8;1012.3;1407.49;145.0002;;;;;;;;
6/05/2008;373.0462;1768.55;1215.43;1032.07;1418.26;153.1652;;;;;;;;
7/05/2008;371.4743;1790.5;1206.03;1010.96;1392.57;154.3897;;;;;;;;
8/05/2008;373.6883;1786.65;1196.44;1001.23;1397.68;156.0549;;;;;;;;
9/05/2008;374.7355;1782.2;1188.61;1008.48;1388.28;153.0076;;;;;;;;
10/05/2008;374.7355;1782.2;1188.61;1008.48;1388.28;153.0076;;;;;;;;
11/05/2008;374.7355;1782.2;1188.61;1008.48;1388.28;153.0076;;;;;;;;
12/05/2008;374.9205;1779.84;1194.11;1010.27;1403.58;149.2653;;;;;;;;
13/05/2008;372.6498;1781.15;1205.59;1015.63;1403.04;144.3587;;;;;;;;
14/05/2008;370.7792;1788.35;1207.58;1027.74;1408.66;139.9946;;;;;;;;
15/05/2008;371.7711;1792.13;1221.4;1024.57;1423.57;139.3532;;;;;;;;
16/05/2008;373.4853;1784.2;1240.31;1016.1;1425.35;140.5998;;;;;;;;
17/05/2008;373.4853;1784.2;1240.31;1016.1;1425.35;140.5998;;;;;;;;
18/05/2008;373.4853;1784.2;1240.31;1016.1;1425.35;140.5998;;;;;;;;
19/05/2008;372.9918;1780.9;1249.73;1016.09;1426.63;144.0188;;;;;;;;
20/05/2008;375.3374;1788;1233.67;1009.48;1413.4;147.6281;;;;;;;;
21/05/2008;376.005;1777.45;1233.11;1015.6;1390.71;140.8427;;;;;;;;
22/05/2008;373.9391;1779.25;1221.95;1008.66;1394.35;138.7438;;;;;;;;
23/05/2008;375.1594;1777.93;1207.96;1003.07;1375.93;141.7361;;;;;;;;
24/05/2008;375.1594;1777.93;1207.96;1003.07;1375.93;141.7361;;;;;;;;
25/05/2008;375.1594;1777.93;1207.96;1003.07;1375.93;141.7361;;;;;;;;
26/05/2008;375.0814;1777.93;1193.38;1003.07;1375.93;140.855;;;;;;;;
27/05/2008;373.2946;1772.2;1191.98;999.49;1385.35;141.7607;;;;;;;;
28/05/2008;371.4402;1767.73;1195.46;1000.22;1390.84;140.0515;;;;;;;;
29/05/2008;369.1647;1754.25;1201.86;1010.14;1398.26;139.3327;;;;;;;;
30/05/2008;369.8232;1746.95;1210.04;1019.77;1400.38;141.8382;;;;;;;;
31/05/2008;369.8232;1746.95;1210.04;1019.77;1400.38;141.8382;;;;;;;;
1/06/2008;369.8232;1746.95;1210.04;1019.77;1400.38;141.8382;;;;;;;;
2/06/2008;370.8747;1746.85;1207.75;1019.77;1385.67;145.3573;;;;;;;;
3/06/2008;370.042;1726.66;1190.64;1004.79;1377.65;149.5521;;;;;;;;
4/06/2008;369.8208;1726.38;1173.46;1015.91;1377.2;152.9876;;;;;;;;
5/06/2008;368.5105;1704.2;1184.5;1015.36;1404.05;154.3389;;;;;;;;
6/06/2008;371.2785;1698.55;1182.84;1013.73;1360.68;153.6805;;;;;;;;
7/06/2008;371.2785;1698.55;1182.84;1013.73;1360.68;153.6805;;;;;;;;
8/06/2008;371.2785;1698.55;1182.84;1013.73;1360.68;153.6805;;;;;;;;
9/06/2008;369.4723;1686.4;1167.55;1004.27;1361.76;129.1087;;;;;;;;
10/06/2008;365.2628;1697.65;1138.08;990.49;1358.44;118.2057;;;;;;;;
11/06/2008;366.2216;1699.05;1131.43;989.39;1335.49;126.7932;;;;;;;;
12/06/2008;363.1952;1702.9;1123.12;990.28;1339.87;117.347;;;;;;;;
13/06/2008;361.4809;1706.7;1120.03;991.85;1360.03;122.5924;;;;;;;;
14/06/2008;361.4809;1706.7;1120.03;991.85;1360.03;122.5924;;;;;;;;
15/06/2008;361.4809;1706.7;1120.03;991.85;1360.03;122.5924;;;;;;;;
16/06/2008;362.8774;1679.7;1132.98;991.66;1360.14;123.5401;;;;;;;;
17/06/2008;364.1195;1655.03;1143.87;979.84;1350.93;130.7312;;;;;;;;
18/06/2008;365.4298;1661.11;1138.79;972.13;1337.81;128.7641;;;;;;;;
19/06/2008;364.5592;1674.03;1126.75;941.47;1342.83;127.4902;;;;;;;;
20/06/2008;366.9043;1679.85;1110.48;959.27;1317.93;127.2377;;;;;;;;
21/06/2008;366.9043;1679.85;1110.48;959.27;1317.93;127.2377;;;;;;;;
22/06/2008;366.9043;1679.85;1110.48;959.27;1317.93;127.2377;;;;;;;;
23/06/2008;365.1717;1728.68;1099.7;959.13;1318;123.0122;;;;;;;;
24/06/2008;366.7394;1761.64;1091.56;956.22;1314.29;124.8107;;;;;;;;
25/06/2008;366.3542;1785.63;1106.21;956.14;1321.97;128.9126;;;;;;;;
26/06/2008;369.7692;1871.03;1099.71;942.99;1283.15;137.6036;;;;;;;;
27/06/2008;370.6497;1888.4;1084.79;945.31;1278.38;134.0346;;;;;;;;
28/06/2008;370.6497;1888.4;1084.79;945.31;1278.38;134.0346;;;;;;;;
29/06/2008;370.6497;1888.4;1084.79;945.31;1278.38;134.0346;;;;;;;;
30/06/2008;370.1382;1913.5;1087.12;945.31;1280;135.2645;;;;;;;;
1/07/2008;369.5066;1901.1;1068.75;924.7;1284.91;135.3741;;;;;;;;
2/07/2008;370.485;1806.05;1057.15;924.47;1261.52;138.2152;;;;;;;;
3/07/2008;369.2991;1751.85;1033.48;938.44;1262.9;144.9985;;;;;;;;
4/07/2008;369.6774;1742.85;1030.32;943.76;1262.9;144.238;;;;;;;;
5/07/2008;369.6774;1742.85;1030.32;943.76;1262.9;144.238;;;;;;;;
6/07/2008;369.6774;1742.85;1030.32;943.76;1262.9;144.238;;;;;;;;
7/07/2008;369.4945;1749.15;1038.29;936.94;1252.31;147.2909;;;;;;;;
8/07/2008;370.6946;1741.7;1022.61;925.66;1273.7;140.6928;;;;;;;;
9/07/2008;372.1125;1734.25;1036.97;932.35;1244.69;142.5768;;;;;;;;
10/07/2008;373.0683;1757.85;1036.53;929.81;1253.39;139.4901;;;;;;;;
11/07/2008;373.5623;1781.85;1043;917.54;1239.49;136.2429;;;;;;;;
12/07/2008;373.5623;1781.85;1043;917.54;1239.49;136.2429;;;;;;;;
13/07/2008;373.5623;1781.85;1043;917.54;1239.49;136.2429;;;;;;;;
14/07/2008;374.0821;1753;1043.04;915.4;1228.3;140.7854;;;;;;;;
15/07/2008;376.5229;1773.05;1016.17;901.61;1214.91;145.3739;;;;;;;;
16/07/2008;373.9535;1772.35;1015.9;900;1245.36;151.2749;;;;;;;;
17/07/2008;372.8297;1759.65;1031.4;909.83;1260.32;150.4079;;;;;;;;
18/07/2008;370.4034;1799.85;1022.16;911.32;1260.68;144.9108;;;;;;;;
19/07/2008;370.4034;1799.85;1022.16;911.32;1260.68;144.9108;;;;;;;;
20/07/2008;370.4034;1799.85;1022.16;911.32;1260.68;144.9108;;;;;;;;
21/07/2008;370.3231;1803.61;1041.5;919.19;1260;144.969;;;;;;;;
22/07/2008;369.749;1795.65;1035.64;917.09;1277;138.2574;;;;;;;;
23/07/2008;367.7204;1770.9;1049.92;922.51;1282.19;138.3956;;;;;;;;
24/07/2008;369.3659;1781.11;1042.77;926.07;1252.54;139.1984;;;;;;;;
25/07/2008;368.5398;1787.65;1024.52;932.59;1257.76;138.734;;;;;;;;
26/07/2008;368.5398;1787.65;1024.52;932.59;1257.76;138.734;;;;;;;;
27/07/2008;368.5398;1787.65;1024.52;932.59;1257.76;138.734;;;;;;;;
28/07/2008;370.5978;1785.9;1024.4;921.94;1234.37;142.8197;;;;;;;;
29/07/2008;369.1154;1793.45;1015.79;923.17;1263.2;141.7127;;;;;;;;
30/07/2008;369.3809;1796.6;1038.96;935.39;1284.26;141.4995;;;;;;;;
31/07/2008;370.648;1797.15;1041.86;944.87;1267.38;143.8317;;;;;;;;
1/08/2008;370.6611;1776.7;1029.81;943.23;1260.31;143.9979;;;;;;;;
2/08/2008;370.6611;1776.7;1029.81;943.23;1260.31;143.9979;;;;;;;;
3/08/2008;370.6611;1776.7;1029.81;943.23;1260.31;143.9979;;;;;;;;
4/08/2008;370.8015;1769.35;1008.34;935.98;1249.02;143.108;;;;;;;;
5/08/2008;369.3453;1772.75;999.5;937;1284.88;146.9982;;;;;;;;
6/08/2008;367.8482;1782.55;1012.18;931.61;1289.19;147.9353;;;;;;;;
7/08/2008;368.5423;1782.55;1008.14;931.61;1266.07;149.5702;;;;;;;;
8/08/2008;365.0924;1808.05;990.02;937.26;1296.32;143.1368;;;;;;;;
9/08/2008;365.0924;1808.05;990.02;937.26;1296.32;143.1368;;;;;;;;
10/08/2008;365.0924;1808.05;990.02;937.26;1296.32;143.1368;;;;;;;;
11/08/2008;364.5217;1828.8;990.59;937.96;1305.32;145.372;;;;;;;;
12/08/2008;364.6265;1842.35;982.52;934.12;1289.59;147.3371;;;;;;;;
13/08/2008;364.4;1854.7;973.88;939.69;1285.83;146.0797;;;;;;;;
14/08/2008;364.5214;1865.28;983.94;938.25;1292.93;145.6659;;;;;;;;
15/08/2008;362.642;1878.3;971.89;944.9;1298.2;145.6224;;;;;;;;
16/08/2008;362.642;1878.3;971.89;944.9;1298.2;145.6224;;;;;;;;
17/08/2008;362.642;1878.3;971.89;944.9;1298.2;145.6224;;;;;;;;
18/08/2008;363.3906;1878.3;960.07;944.9;1278.6;148.1521;;;;;;;;
19/08/2008;363.3647;1887.5;942.88;941.02;1266.69;153.3717;;;;;;;;
20/08/2008;364.1534;1887.9;961.47;948.72;1274.54;155.541;;;;;;;;
21/08/2008;366.0811;1864.58;957.14;955.5;1277.72;152.6657;;;;;;;;
22/08/2008;363.7245;1872.95;956.22;955.72;1292.2;147.0588;;;;;;;;
23/08/2008;363.7245;1872.95;956.22;955.72;1292.2;147.0588;;;;;;;;
24/08/2008;363.7245;1872.95;956.22;955.72;1292.2;147.0588;;;;;;;;
25/08/2008;364.4482;1879.5;950.25;950.33;1266.84;145.9005;;;;;;;;
26/08/2008;363.517;1896.9;938.5;952.62;1271.51;145.0166;;;;;;;;
27/08/2008;363.777;1896.38;953.74;956.43;1281.66;148.9275;;;;;;;;
28/08/2008;364.022;1916.75;956.96;978.39;1300.68;141.91;;;;;;;;
29/08/2008;364.5218;1941.1;956.25;992.25;1282.83;144.4658;;;;;;;;
30/08/2008;364.5218;1941.1;956.25;992.25;1282.83;144.4658;;;;;;;;
31/08/2008;364.5218;1941.1;956.25;992.25;1282.83;144.4658;;;;;;;;
1/09/2008;363.3466;1936.3;934.63;1025.1;1282.83;144.4636;;;;;;;;
2/09/2008;362.3945;1982.1;928.6;1022.45;1277.58;147.8697;;;;;;;;
3/09/2008;362.4142;2001.2;911.96;1017.24;1274.98;144.519;;;;;;;;
4/09/2008;362.5866;2033.3;893.27;1005.96;1236.83;144.9786;;;;;;;;
5/09/2008;362.7468;2038;873.68;998.95;1242.31;139.6935;;;;;;;;
6/09/2008;362.7468;2038;873.68;998.95;1242.31;139.6935;;;;;;;;
7/09/2008;362.7468;2038;873.68;998.95;1242.31;139.6935;;;;;;;;
8/09/2008;362.0077;2059.85;902.5;1010.74;1267.79;137.2736;;;;;;;;
9/09/2008;361.9946;2054.9;868.58;1010.52;1224.51;140.344;;;;;;;;
10/09/2008;360.832;2069.1;858.94;1012.76;1232.04;143.4023;;;;;;;;
11/09/2008;359.8271;2074.39;839.81;1025.82;1249.05;142.2759;;;;;;;;
12/09/2008;360.7114;2053.4;855.47;1023.76;1251.7;151.6054;;;;;;;;
13/09/2008;360.7114;2053.4;855.47;1023.76;1251.7;151.6054;;;;;;;;
14/09/2008;360.7114;2053.4;855.47;1023.76;1251.7;151.6054;;;;;;;;
15/09/2008;361.9486;2070.5;825.35;1003.92;1192.7;168.0852;;;;;;;;
16/09/2008;362.1525;2108.25;784.61;967.46;1213.59;163.3431;;;;;;;;
17/09/2008;362.3214;2149.1;768.92;950.39;1156.39;177.4554;;;;;;;;
18/09/2008;362.5387;2215.68;767.84;949.69;1206.52;184.8701;;;;;;;;
19/09/2008;359.8934;2053.53;845.56;985.09;1255.08;164.2682;;;;;;;;
20/09/2008;359.8934;2053.53;845.56;985.09;1255.08;164.2682;;;;;;;;
21/09/2008;359.8934;2053.53;845.56;985.09;1255.08;164.2682;;;;;;;;
22/09/2008;361.6948;2049.55;854.48;983.04;1207.09;170.8858;;;;;;;;
23/09/2008;362.3682;2096.38;830.32;963.83;1188.22;173.0986;;;;;;;;
24/09/2008;363.1718;2172.4;831.3;976.22;1185.87;185.0031;;;;;;;;
25/09/2008;361.9244;2090.4;838.29;989.68;1209.18;169.3503;;;;;;;;
26/09/2008;361.7767;2108.05;823.69;983.87;1213.01;175.5754;;;;;;;;
27/09/2008;361.7767;2108.05;823.69;983.87;1213.01;175.5754;;;;;;;;
28/09/2008;361.7767;2108.05;823.69;983.87;1213.01;175.5754;;;;;;;;
29/09/2008;362.7056;2170.15;775.06;960.91;1106.39;192.0569;;;;;;;;
30/09/2008;355.9454;2192.16;786.92;973.53;1166.36;186.3465;;;;;;;;
1/10/2008;356.4901;2137.85;786.17;975.83;1161.07;192.2517;;;;;;;;
2/10/2008;355.5834;2198.09;759.5;965.86;1114.28;201.1757;;;;;;;;
3/10/2008;355.8985;2147.5;741.73;966.14;1099.23;202.0837;;;;;;;;
4/10/2008;355.8985;2147.5;741.73;966.14;1099.23;202.0837;;;;;;;;
5/10/2008;355.8985;2147.5;741.73;966.14;1099.23;202.0837;;;;;;;;
6/10/2008;357.7831;2253.15;671.18;921.9;1056.89;202.3353;;;;;;;;
7/10/2008;357.2097;2273.15;659.09;915.05;996.23;204.9735;;;;;;;;
8/10/2008;356.7448;2333.59;605.84;888.02;984.94;209.1693;;;;;;;;
9/10/2008;353.9784;2246.31;618.9;868.42;909.92;225.3252;;;;;;;;
10/10/2008;351.1149;2311.65;591.9;794.28;899.22;223.6346;;;;;;;;
11/10/2008;351.1149;2311.65;591.9;794.28;899.22;223.6346;;;;;;;;
12/10/2008;351.1149;2311.65;591.9;794.28;899.22;223.6346;;;;;;;;
13/10/2008;351.3712;2317;635.66;794.28;1003.35;240.0579;;;;;;;;
14/10/2008;349.413;2251.75;673.75;866.75;998.01;226.4976;;;;;;;;
15/10/2008;349.3037;2294.5;623.3;815.07;907.84;239.3252;;;;;;;;
16/10/2008;348.3145;2290.09;576.5;782.85;946.43;234.0527;;;;;;;;
17/10/2008;348.2699;2264.5;567.92;805;940.55;231.5102;;;;;;;;
18/10/2008;348.2699;2264.5;567.92;805;940.55;231.5102;;;;;;;;
19/10/2008;348.2699;2264.5;567.92;805;940.55;231.5102;;;;;;;;
20/10/2008;347.6213;2249.2;590.59;811.15;985.4;214.5632;;;;;;;;
21/10/2008;347.8715;2298.7;580.2;808.09;955.05;212.5161;;;;;;;;
22/10/2008;346.9016;2364;534.69;766.03;896.78;209.5342;;;;;;;;
23/10/2008;347.6533;2361.75;514.29;739.72;908.11;207.0145;;;;;;;;
24/10/2008;348.033;2378.75;473.98;706.58;876.77;217.3349;;;;;;;;
25/10/2008;348.033;2378.75;473.98;706.58;876.77;217.3349;;;;;;;;
26/10/2008;348.033;2378.75;473.98;706.58;876.77;217.3349;;;;;;;;
27/10/2008;344.4707;2393.41;454.34;686.65;848.92;215.117;;;;;;;;
28/10/2008;342.2471;2404.75;484.93;714.55;940.51;226.5046;;;;;;;;
29/10/2008;345.425;2364.93;507.55;750.92;930.09;232.2779;;;;;;;;
30/10/2008;346.0662;2378.12;561.34;778.19;954.09;240.074;;;;;;;;
31/10/2008;342.8245;2380.6;570.52;788.73;968.75;240.5;;;;;;;;
1/11/2008;342.8245;2380.6;570.52;788.73;968.75;240.5;;;;;;;;
2/11/2008;342.8245;2380.6;570.52;788.73;968.75;240.5;;;;;;;;
3/11/2008;344.2569;2384.88;584.36;788.73;966.3;247.8126;;;;;;;;
4/11/2008;347.138;2341.5;603.14;803.11;1005.75;235.2738;;;;;;;;
5/11/2008;349.1694;2307.15;600.18;778.69;952.77;236.2107;;;;;;;;
6/11/2008;347.6396;2347.48;557.66;744.27;904.88;240.5012;;;;;;;;
7/11/2008;347.4678;2302.4;564.76;774.58;930.99;247.0134;;;;;;;;
8/11/2008;347.4678;2302.4;564.76;774.58;930.99;247.0134;;;;;;;;
9/11/2008;347.4678;2302.4;564.76;774.58;930.99;247.0134;;;;;;;;
10/11/2008;347.851;2310.4;583.02;774.07;919.21;250.1437;;;;;;;;
11/11/2008;346.0051;2310.6;555.62;767.34;898.95;250.1741;;;;;;;;
12/11/2008;347.0666;2322.1;533.49;754.76;852.3;248.5559;;;;;;;;
13/11/2008;345.9276;2343.06;524.12;751.1;911.29;261.9474;;;;;;;;
14/11/2008;346.7778;2311.55;530.28;776.94;873.29;252.7267;;;;;;;;
15/11/2008;346.7778;2311.55;530.28;776.94;873.29;252.7267;;;;;;;;
16/11/2008;346.7778;2311.55;530.28;776.94;873.29;252.7267;;;;;;;;
17/11/2008;346.7327;2308.35;520.1;776.94;850.75;247.3633;;;;;;;;
